観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),9日の最高気温(℃),9日の最高気温の品質情報,9日の最高気温起時（時）,9日の最高気温起時（分）,9日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（8日まで）,今年の最高気温（8日まで）の品質情報,今年の最高気温（8日まで）を観測した起日（年）,今年の最高気温（8日まで）を観測した起日（月）,今年の最高気温（8日まで）を観測した起日（日）,8日までの観測史上1位の値（℃）,8日までの観測史上1位の値の品質情報,8日までの観測史上1位の値を観測した起日（年）,8日までの観測史上1位の値を観測した起日（月）,8日までの観測史上1位の値を観測した起日（日）,8日までの11月の1位の値,8日までの11月の1位の値の品質情報,8日までの11月の1位の値の起日（年）,8日までの11月の1位の値の起日（月）,8日までの11月の1位の値の起日（日）,統計開始年
54651,新潟県,高田（タカダ）,47612,2023,11,9,10,0,18.3,4,10,0,4,,,,,,,0,39.5,5,2023,8,14,40.3,8,2019,8,14,28.1,8,2020,11,20,1922
54661,新潟県,安塚（ヤスヅカ）,,2023,11,9,10,0,16.6,4,10,0,4,,,,,,,0,37.6,5,2023,8,14,37.6,8,2023,8,14,26.8,8,2023,11,6,1978
54676,新潟県,十日町（トオカマチ）,,2023,11,9,10,0,13.7,4,9,53,4,,,,,,,0,36.3,5,2023,8,14,37.1,8,2022,6,24,25.5,8,2023,11,3,1978
54711,新潟県,糸魚川（イトイガワ）,,2023,11,9,10,0,20.3,4,10,0,4,,,,,,,0,39.3,5,2023,8,10,39.3,8,2023,8,10,28.1,8,2023,11,3,1978
54721,新潟県,能生（ノウ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,36.2,5,2023,8,10,36.9,8,2019,8,15,26.9,8,2020,11,20,1978
54816,新潟県,関山（セキヤマ）,,2023,11,9,10,0,17.8,4,9,59,4,,,,,,,0,35.1,5,2023,8,24,35.5,8,1990,8,22,24.4,8,2023,11,3,1978
54836,新潟県,津南（ツナン）,,2023,11,9,10,0,14.4,4,9,58,4,,,,,,,0,34.3,5,2023,8,13,35.2,8,2022,6,24,23.5,8,2020,11,20,1978
54841,新潟県,湯沢（ユザワ）,,2023,11,9,10,0,13.8,4,9,22,4,,,,,,,0,36.1,5,2023,8,11,37.2,8,1990,8,23,25.3,8,2020,11,20,1978
55022,富山県,朝日（アサヒ）,,2023,11,9,10,0,18.2,4,10,0,4,,,,,,,0,37.1,5,2023,8,10,38.0,8,2004,9,7,27.4,8,2023,11,3,1978
55041,富山県,氷見（ヒミ）,,2023,11,9,10,0,16.5,4,10,0,4,,,,,,,0,36.7,5,2023,8,3,37.4,8,1994,8,13,27.1,8,2023,11,6,1978
55056,富山県,魚津（ウオヅ）,,2023,11,9,10,0,17.9,4,10,0,4,,,,,,,0,36.6,5,2023,8,10,37.9,8,2015,7,13,29.2,8,2023,11,6,1978
55091,富山県,伏木（フシキ）,47606,2023,11,9,10,0,16.8,4,9,56,4,,,,,,,0,38.1,5,2023,8,31,39.7,8,1994,8,14,28.9,8,1977,11,1,1887
55102,富山県,富山（トヤマ）,47607,2023,11,9,10,0,18.5,4,10,0,4,,,,,,,0,38.2,5,2023,8,3,39.5,8,2018,8,22,29.2,8,1977,11,1,1939
55141,富山県,砺波（トナミ）,,2023,11,9,10,0,15.3,4,9,53,4,,,,,,,0,38.8,5,2023,8,10,38.8,8,2023,8,10,27.8,8,1977,11,1,1976
55151,富山県,秋ヶ島（アキガシマ）,,2023,11,9,10,0,21.2,4,10,0,4,,,,,,,0,38.7,5,2023,8,10,38.7,8,2023,8,10,28.4,8,2023,11,3,2003
55166,富山県,上市（カミイチ）,,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,36.3,5,2023,8,10,37.4,8,2022,9,6,29.4,8,2023,11,6,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2023,11,9,10,0,15.4,4,9,59,4,,,,,,,0,38.6,5,2023,8,10,38.6,8,2023,8,10,28.1,8,2023,11,3,1978
55206,富山県,八尾（ヤツオ）,,2023,11,9,10,0,21.8,4,9,56,4,,,,,,,0,39.0,5,2023,8,10,39.0,8,2023,8,10,27.4,8,1977,11,1,1976
56036,石川県,珠洲（スズ）,,2023,11,9,10,0,19.1,4,10,0,4,,,,,,,0,37.0,5,2023,8,3,38.2,8,2019,8,15,26.9,8,2023,11,3,1978
56052,石川県,輪島（ワジマ）,47600,2023,11,9,10,0,18.9,4,9,59,4,,,,,,,0,37.4,5,2023,8,5,38.6,8,2020,9,3,26.5,8,2020,11,19,1929
56093,石川県,三井（ミイ）,,2023,11,9,10,0,17.1,4,9,56,4,,,,,,,0,37.1,5,2023,8,10,38.1,8,2019,8,15,24.4,8,2023,11,3,2003
56116,石川県,志賀（シカ）,,2023,11,9,10,0,20.0,4,10,0,4,,,,,,,0,37.7,5,2023,8,6,40.1,8,2019,8,15,25.6,8,2023,11,6,1978
56146,石川県,七尾（ナナオ）,,2023,11,9,10,0,19.3,4,9,58,4,,,,,,,0,38.1,5,2023,8,10,38.1,8,2023,8,10,26.3,8,2023,11,3,1978
56176,石川県,羽咋（ハクイ）,,2023,11,9,10,0,18.8,4,10,0,4,,,,,,,0,38.7,5,2023,8,10,39.6,8,2019,8,15,26.7,8,2023,11,6,1978
56186,石川県,かほく（カホク）,,2023,11,9,10,0,19.9,4,9,57,4,,,,,,,0,36.1,5,2023,8,10,39.2,8,2018,8,23,26.3,8,2023,11,3,1978
56227,石川県,金沢（カナザワ）,47605,2023,11,9,10,0,19.1,4,10,0,4,,,,,,,0,38.3,5,2023,8,10,38.5,8,2022,9,6,28.4,8,1977,11,1,1882
56276,石川県,小松（コマツ）,,2023,11,9,10,0,18.4,4,9,57,4,,,,,,,0,40.0,5,2023,8,10,40.0,8,2023,8,10,27.8,8,2023,11,3,1978
56286,石川県,白山河内（ハクサンカワチ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,37.4,5,2023,8,10,37.4,8,2023,8,10,26.8,8,2023,11,6,1978
56301,石川県,加賀中津原（カガナカツハラ）,,2023,11,9,10,0,18.6,4,10,0,4,,,,,,,0,37.6,5,2023,8,10,37.6,8,2023,8,10,27.6,8,2023,11,3,1978
57001,福井県,三国（ミクニ）,,2023,11,9,10,0,20.6,4,9,53,4,,,,,,,0,39.7,5,2023,8,9,39.7,8,2023,8,9,26.6,8,2023,11,3,1978
57026,福井県,春江（ハルエ）,,2023,11,9,10,0,19.3,4,10,0,4,,,,,,,0,38.3,5,2023,8,4,39.0,8,2018,7,29,27.6,8,2023,11,3,2003
57051,福井県,越廼（コシノ）,,2023,11,9,10,0,20.6,4,9,59,4,,,,,,,0,37.4,5,2023,8,5,38.2,8,2018,7,29,26.4,8,2023,11,6,1978
57066,福井県,福井（フクイ）,47616,2023,11,9,10,0,19.1,4,10,0,4,,,,,,,0,37.9,5,2023,8,6,38.6,8,1942,7,19,28.0,8,2023,11,3,1897
57082,福井県,勝山（カツヤマ）,,2023,11,9,10,0,20.7,4,10,0,4,,,,,,,0,36.6,5,2023,8,4,37.4,8,2022,8,1,26.3,8,2023,11,5,1993
57121,福井県,大野（オオノ）,,2023,11,9,10,0,20.6,4,9,58,4,,,,,,,0,36.4,5,2023,8,11,36.9,8,2012,7,31,26.5,8,2023,11,3,1976
57206,福井県,今庄（イマジョウ）,,2023,11,9,10,0,17.3,4,10,0,4,,,,,,,0,36.8,5,2023,8,11,36.9,8,2018,8,14,26.3,8,2023,11,3,1978
57248,福井県,敦賀（ツルガ）,47631,2023,11,9,10,0,21.0,4,9,54,4,,,,,,,0,37.4,5,2023,8,1,37.6,8,1918,8,13,26.1,8,1977,11,1,1897
57286,福井県,美浜（ミハマ）,,2023,11,9,10,0,21.9,4,10,0,4,,,,,,,0,38.0,5,2023,8,4,38.2,8,2022,8,1,26.1,8,2023,11,3,1978
57317,福井県,小浜（オバマ）,,2023,11,9,10,0,20.8,4,10,0,4,,,,,,,0,38.5,5,2023,8,2,39.1,8,2022,8,1,26.6,8,2023,11,3,1978
60051,滋賀県,今津（イマヅ）,,2023,11,9,10,0,18.9,4,10,0,4,,,,,,,0,36.4,5,2023,7,27,36.9,8,1994,8,7,23.3,8,2023,11,5,1978
60061,滋賀県,長浜（ナガハマ）,,2023,11,9,10,0,18.4,4,10,0,4,,,,,,,0,36.5,5,2023,8,1,37.4,8,2014,7,26,24.2,8,2023,11,5,1978
60102,滋賀県,米原（マイバラ）,,2023,11,9,10,0,19.2,4,9,59,4,,,,,,,0,36.1,5,2023,7,28,36.2,8,2018,7,22,24.1,8,2023,11,3,2001
60116,滋賀県,南小松（ミナミコマツ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,36.4,5,2023,8,1,37.2,8,2022,7,1,24.7,8,2023,11,5,1978
60131,滋賀県,彦根（ヒコネ）,47761,2023,11,9,10,0,17.7,4,9,59,4,,,,,,,0,37.3,5,2023,8,5,37.7,8,2014,7,26,26.1,8,2020,11,19,1893
60196,滋賀県,東近江（ヒガシオウミ）,,2023,11,9,10,0,18.5,4,9,59,4,,,,,,,0,38.3,5,2023,7,27,39.2,8,2020,8,20,25.8,8,2023,11,3,1978
60216,滋賀県,大津（オオツ）,,2023,11,9,10,0,16.0,4,10,0,4,,,,,,,0,38.5,5,2023,8,1,38.5,8,2023,8,1,26.6,8,2020,11,19,1977
60226,滋賀県,信楽（シガラキ）,,2023,11,9,10,0,17.9,4,9,49,4,,,,,,,0,35.9,5,2023,7,27,36.0,8,2018,7,19,24.6,8,2023,11,3,1978
60236,滋賀県,土山（ツチヤマ）,,2023,11,9,10,0,18.2,4,10,0,4,,,,,,,0,37.0,5,2023,7,27,37.2,8,2018,7,15,25.2,8,2023,11,3,1978
61001,京都府,間人（タイザ）,,2023,11,9,10,0,20.6,4,10,0,4,,,,,,,0,36.8,5,2023,8,10,37.9,8,2018,8,22,25.6,8,1977,11,1,1977
61076,京都府,宮津（ミヤヅ）,,2023,11,9,10,0,19.7,4,10,0,4,,,,,,,0,38.1,5,2023,8,4,38.8,8,2018,8,22,26.9,8,2023,11,3,1978
61111,京都府,舞鶴（マイヅル）,47750,2023,11,9,10,0,16.1,4,10,0,4,,,,,,,0,39.0,5,2023,8,5,39.0,8,2023,8,5,26.3,8,1959,11,2,1947
61187,京都府,福知山（フクチヤマ）,,2023,11,9,10,0,15.8,4,9,53,4,,,,,,,0,38.9,5,2023,8,5,39.6,8,2018,8,22,27.5,8,2023,11,5,1976
61206,京都府,美山（ミヤマ）,,2023,11,9,10,0,16.1,4,9,55,4,,,,,,,0,37.7,5,2023,7,27,37.7,8,2023,7,27,26.7,8,2023,11,3,1978
61242,京都府,園部（ソノベ）,,2023,11,9,10,0,16.4,4,10,0,4,,,,,,,0,39.1,5,2023,7,27,39.1,8,2023,7,27,26.4,8,2023,11,3,2002
61286,京都府,京都（キョウト）,47759,2023,11,9,10,0,19.9,4,10,0,4,,,,,,,0,38.9,5,2023,8,12,39.8,8,2018,7,19,26.9,8,2020,11,19,1880
61326,京都府,京田辺（キョウタナベ）,,2023,11,9,10,0,17.7,4,10,0,4,,,,,,,0,38.9,5,2023,8,1,39.0,8,2007,8,16,27.2,8,2023,11,5,1978
62016,大阪府,能勢（ノセ）,,2023,11,9,10,0,18.3,4,9,58,4,,,,,,,0,37.4,5,2023,8,12,37.6,8,2022,7,1,25.7,8,2023,11,5,1977
62046,大阪府,枚方（ヒラカタ）,,2023,11,9,10,0,18.4,4,9,55,4,,,,,,,0,39.8,5,2023,7,27,39.8,8,2023,7,27,27.3,8,2023,11,5,1977
62051,大阪府,豊中（トヨナカ）,,2023,11,9,10,0,18.8,4,9,45,4,,,,,,,0,39.5,5,2023,7,27,39.9,8,1994,8,8,27.5,8,2023,11,5,1977
62078,大阪府,大阪（オオサカ）,47772,2023,11,9,10,0,18.9,4,10,0,4,,,,,,,0,38.6,5,2023,8,13,39.1,8,1994,8,8,27.9,8,2023,11,5,1883
62081,大阪府,生駒山（イコマヤマ）,,2023,11,9,10,0,16.8,4,9,58,4,,,,,,,0,33.4,5,2023,8,13,34.3,8,1994,8,6,22.6,8,2023,11,5,1976
62091,大阪府,堺（サカイ）,,2023,11,9,10,0,18.3,4,9,57,4,,,,,,,0,38.6,5,2023,8,13,39.7,8,2018,8,22,28.6,8,2023,11,6,1977
62096,大阪府,八尾（ヤオ）,,2023,11,9,10,0,18.3,4,10,0,4,,,,,,,0,38.9,5,2023,8,13,38.9,8,2023,8,13,28.1,8,2020,11,19,2003
62101,大阪府,関空島（カンクウジマ）,,2023,11,9,10,0,18.3,4,9,49,4,,,,,,,0,37.7,5,2023,8,10,37.7,8,2023,8,10,28.3,8,2023,11,6,2003
62131,大阪府,熊取（クマトリ）,,2023,11,9,10,0,17.4,4,9,52,4,,,,,,,0,36.5,5,2023,8,9,36.7,8,2022,8,11,28.0,8,2023,11,6,1977
63016,兵庫県,香住（カスミ）,,2023,11,9,10,0,17.1,4,9,59,4,,,,,,,0,37.5,5,2023,8,6,38.0,8,1994,8,11,26.3,8,2023,11,6,1976
63051,兵庫県,豊岡（トヨオカ）,47747,2023,11,9,10,0,15.1,4,10,0,4,,,,,,,0,39.4,5,2023,8,5,39.4,8,2023,8,5,27.4,8,2023,11,3,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2023,11,9,10,0,18.3,4,9,44,4,,,,,,,0,33.3,5,2023,8,4,33.8,8,2022,7,2,24.5,8,2023,11,3,2005
63121,兵庫県,和田山（ワダヤマ）,,2023,11,9,10,0,15.8,4,10,0,4,,,,,,,0,38.3,5,2023,8,21,38.3,8,2023,8,21,27.4,8,2023,11,3,1977
63201,兵庫県,生野（イクノ）,,2023,11,9,10,0,18.2,4,9,56,4,,,,,,,0,36.5,5,2023,7,27,38.0,8,2020,8,20,26.2,8,2023,11,5,1978
63216,兵庫県,柏原（カイバラ）,,2023,11,9,10,0,17.0,4,9,58,4,,,,,,,0,37.7,5,2023,7,27,39.2,8,1994,8,8,27.6,8,2023,11,5,1978
63251,兵庫県,一宮（イチノミヤ）,,2023,11,9,10,0,13.4,4,10,0,4,,,,,,,0,36.9,5,2023,7,28,38.5,8,2018,8,4,26.8,8,2023,11,5,1978
63321,兵庫県,福崎（フクサキ）,,2023,11,9,10,0,17.9,4,9,58,4,,,,,,,0,38.9,5,2023,8,20,38.9,8,2023,8,20,27.0,8,2023,11,5,1977
63331,兵庫県,西脇（ニシワキ）,,2023,11,9,10,0,17.2,4,9,53,4,,,,,,,0,39.0,5,2023,7,28,39.2,8,2020,8,30,28.2,8,2023,11,5,1978
63366,兵庫県,上郡（カミゴオリ）,,2023,11,9,10,0,14.9,4,9,57,4,,,,,,,0,37.4,5,2023,8,13,37.5,8,2006,8,9,26.0,8,2023,11,5,1978
63383,兵庫県,姫路（ヒメジ）,47769,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,37.4,5,2023,8,13,38.0,8,2020,8,31,26.6,8,2023,11,5,1948
63411,兵庫県,三田（サンダ）,,2023,11,9,10,0,18.6,4,9,59,4,,,,,,,0,37.6,5,2023,8,5,38.4,8,1994,8,8,26.3,8,2023,11,5,1978
63461,兵庫県,三木（ミキ）,,2023,11,9,10,0,16.8,4,9,58,4,,,,,,,0,36.9,5,2023,8,13,37.8,8,2018,7,24,26.9,8,2023,11,5,1977
63491,兵庫県,家島（イエシマ）,,2023,11,9,10,0,18.3,4,9,57,4,,,,,,,0,34.7,5,2023,8,13,35.3,8,2006,8,9,24.5,8,1989,11,7,1978
63496,兵庫県,明石（アカシ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,35.3,5,2023,8,5,37.2,8,2019,8,13,25.2,8,2011,11,4,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2023,11,9,10,0,19.0,4,9,54,4,,,,,,,0,36.8,5,2023,8,10,36.8,8,2023,8,10,25.6,8,2023,11,6,2006
63518,兵庫県,神戸（コウベ）,47770,2023,11,9,10,0,19.4,4,10,0,4,,,,,,,0,37.0,5,2023,8,6,38.8,8,1994,8,8,26.3,8,2023,11,5,1896
63551,兵庫県,郡家（グンゲ）,,2023,11,9,10,0,19.0,4,9,36,4,,,,,,,0,37.8,5,2023,8,6,37.8,8,2023,8,6,25.4,8,2023,11,6,1978
63571,兵庫県,洲本（スモト）,47776,2023,11,9,10,0,18.3,4,10,0,4,,,,,,,0,37.3,5,2023,7,27,38.0,8,2020,8,17,26.5,8,2023,11,5,1919
63588,兵庫県,南淡（ナンダン）,,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,36.0,5,2023,7,27,37.6,8,2019,8,13,25.5,8,2023,11,2,2004
64036,奈良県,奈良（ナラ）,47780,2023,11,9,10,0,17.0,4,10,0,4,,,,,,,0,37.5,5,2023,7,27,39.3,8,1994,8,8,27.5,8,2023,11,5,1953
64041,奈良県,針（ハリ）,,2023,11,9,10,0,17.0,4,10,0,4,,,,,,,0,35.7,5,2023,7,27,36.0,8,2020,8,10,24.4,8,2023,11,3,1978
64101,奈良県,大宇陀（オオウダ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,35.3,5,2023,7,27,36.5,8,2020,8,10,25.8,8,2023,11,5,1978
64127,奈良県,五條（ゴジョウ）,,2023,11,9,10,0,15.4,4,10,0,4,,,,,,,0,36.9,5,2023,7,28,37.8,8,2021,8,5,26.8,8,2023,11,5,2005
64206,奈良県,上北山（カミキタヤマ）,,2023,11,9,10,0,15.0,4,9,53,4,,,,,,,0,36.8,5,2023,7,18,39.3,8,2020,8,17,24.2,8,2023,11,3,1978
64227,奈良県,風屋（カゼヤ）,,2023,11,9,10,0,14.0,4,10,0,4,,,,,,,0,38.3,5,2023,7,26,39.4,8,2020,8,17,24.0,8,2023,11,3,1977
65026,和歌山県,かつらぎ（カツラギ）,,2023,11,9,10,0,16.0,4,10,0,4,,,,,,,0,38.2,5,2023,7,27,40.6,8,1994,8,8,27.5,8,2000,11,2,1979
65036,和歌山県,友ケ島（トモガシマ）,,2023,11,9,10,0,18.3,4,9,55,4,,,,,,,0,36.5,5,2023,8,13,37.2,8,2016,8,22,27.8,8,2023,11,3,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2023,11,9,10,0,17.4,4,9,56,4,,,,,,,0,37.9,5,2023,8,9,38.5,8,2013,8,11,27.7,8,2000,11,2,1879
65061,和歌山県,高野山（コウヤサン）,,2023,11,9,10,0,16.5,4,10,0,4,,,,,,,0,31.8,5,2023,8,13,33.7,8,2014,7,26,22.3,8,2023,11,5,1979
65121,和歌山県,清水（シミズ）,,2023,11,9,10,0,13.6,4,9,59,4,,,,,,,0,35.7,5,2023,8,2,37.0,8,1994,8,8,26.6,8,2023,11,5,1979
65162,和歌山県,龍神（リュウジン）,,2023,11,9,10,0,15.4,4,9,54,4,,,,,,,0,34.5,5,2023,7,18,37.2,8,2020,8,17,24.7,8,2023,11,4,1994
65201,和歌山県,川辺（カワベ）,,2023,11,9,10,0,17.9,4,9,59,4,,,,,,,0,35.5,5,2023,7,26,38.4,8,2020,8,17,26.4,8,2000,11,1,1999
65256,和歌山県,栗栖川（クリスガワ）,,2023,11,9,10,0,15.7,4,10,0,4,,,,,,,0,36.6,5,2023,8,13,39.3,8,2013,8,11,27.3,8,2023,11,4,1979
65276,和歌山県,新宮（シングウ）,,2023,11,9,10,0,21.5,4,9,58,4,,,,,,,0,35.8,5,2023,7,18,38.4,8,2016,8,22,27.1,8,1996,11,2,1979
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2023,11,9,10,0,20.4,4,10,0,4,,,,,,,0,33.8,5,2023,8,11,37.5,8,2020,8,15,25.8,8,2023,11,5,2006
65306,和歌山県,西川（ニシカワ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,36.5,5,2023,7,18,38.9,8,2020,8,16,25.7,8,2023,11,4,1979
65356,和歌山県,潮岬（シオノミサキ）,47778,2023,11,9,10,0,20.7,4,9,58,4,,,,,,,0,32.7,5,2023,8,13,36.1,8,2020,8,16,27.2,8,2000,11,2,1913
66046,岡山県,上長田（カミナガタ）,,2023,11,9,10,0,10.1,4,3,23,4,,,,,,,0,34.3,5,2023,8,4,34.9,8,1994,8,7,23.8,8,2023,11,2,1978
66091,岡山県,千屋（チヤ）,,2023,11,9,10,0,14.8,4,9,58,4,,,,,,,0,34.9,5,2023,7,28,34.9,8,2023,7,28,24.3,8,2023,11,2,1978
66127,岡山県,奈義（ナギ）,,2023,11,9,10,0,14.0,4,9,52,4,,,,,,,0,36.8,5,2023,7,28,37.2,8,1994,8,6,25.4,8,2023,11,5,1977
66136,岡山県,今岡（イマオカ）,,2023,11,9,10,0,16.3,4,9,59,4,,,,,,,0,36.0,5,2023,7,28,38.5,8,1994,8,7,25.5,8,2023,11,5,1978
66171,岡山県,久世（クセ）,,2023,11,9,10,0,12.1,4,9,56,4,,,,,,,0,38.2,5,2023,8,12,39.3,8,1994,8,7,26.0,8,2023,11,5,1978
66186,岡山県,津山（ツヤマ）,47756,2023,11,9,10,0,14.2,4,9,56,4,,,,,,,0,36.7,5,2023,8,12,38.4,8,2018,8,5,26.3,8,2023,11,5,1943
66221,岡山県,新見（ニイミ）,,2023,11,9,10,0,14.0,4,10,0,4,,,,,,,0,35.7,5,2023,8,13,36.8,8,1994,8,7,25.6,8,2023,11,2,1978
66296,岡山県,福渡（フクワタリ）,,2023,11,9,10,0,15.2,4,10,0,4,,,,,,,0,37.7,5,2023,8,12,39.0,8,1994,7,16,26.3,8,2023,11,5,1979
66306,岡山県,和気（ワケ）,,2023,11,9,10,0,16.4,4,9,56,4,,,,,,,0,36.6,5,2023,8,13,37.9,8,2016,8,8,26.2,8,2023,11,5,1979
66336,岡山県,高梁（タカハシ）,,2023,11,9,10,0,14.3,4,9,56,4,,,,,,,0,38.6,5,2023,7,28,39.3,8,2020,8,21,28.2,8,2023,11,2,1979
66346,岡山県,日応寺（ニチオウジ）,,2023,11,9,10,0,17.9,4,9,56,4,,,,,,,0,36.8,5,2023,8,13,37.0,8,2018,7,24,24.9,8,2023,11,2,2003
66408,岡山県,岡山（オカヤマ）,47768,2023,11,9,10,0,17.5,4,10,0,4,,,,,,,0,38.3,5,2023,8,13,39.3,8,1994,8,7,26.9,8,1977,11,1,1891
66421,岡山県,虫明（ムシアゲ）,,2023,11,9,10,0,18.7,4,9,59,4,,,,,,,0,35.9,5,2023,7,27,37.4,8,2004,7,30,24.8,8,2023,11,2,1979
66446,岡山県,倉敷（クラシキ）,,2023,11,9,10,0,16.5,4,9,57,4,,,,,,,0,36.6,5,2023,7,28,37.1,8,1994,8,8,26.1,8,2023,11,5,1979
66481,岡山県,笠岡（カサオカ）,,2023,11,9,10,0,17.8,4,9,52,4,,,,,,,0,38.0,5,2023,7,27,38.0,8,2023,7,27,26.7,8,2023,11,5,1979
66501,岡山県,玉野（タマノ）,,2023,11,9,10,0,17.9,4,10,0,4,,,,,,,0,36.1,5,2023,8,12,38.2,8,1995,8,19,26.0,8,2023,11,2,1976
67016,広島県,高野（タカノ）,,2023,11,9,10,0,14.6,4,9,58,4,,,,,,,0,35.1,5,2023,7,27,35.1,8,2023,7,27,23.6,8,2011,11,4,1978
67106,広島県,三次（ミヨシ）,,2023,11,9,10,0,12.6,4,9,49,4,,,,,,,0,37.5,5,2023,8,13,37.9,8,2018,7,16,26.3,8,2023,11,5,1978
67116,広島県,庄原（ショウバラ）,,2023,11,9,10,0,13.3,4,10,0,4,,,,,,,0,37.3,5,2023,8,20,38.1,8,2021,8,5,26.6,8,2023,11,5,1976
67151,広島県,大朝（オオアサ）,,2023,11,9,10,0,15.0,4,10,0,4,,,,,,,0,35.3,5,2023,7,27,36.2,8,2018,7,15,25.2,8,2023,11,2,1977
67191,広島県,油木（ユキ）,,2023,11,9,10,0,13.8,4,10,0,4,,,,,,,0,33.8,5,2023,8,13,34.6,8,1994,7,17,24.3,8,2023,11,3,1978
67212,広島県,加計（カケ）,,2023,11,9,10,0,14.2,4,9,59,4,,,,,,,0,37.7,5,2023,7,28,38.8,8,2018,8,5,27.7,8,2023,11,2,1978
67292,広島県,三入（ミイリ）,,2023,11,9,10,0,16.7,4,9,53,4,,,,,,,0,37.2,5,2023,8,13,38.9,8,1994,7,16,27.3,8,2023,11,5,1979
67316,広島県,世羅（セラ）,,2023,11,9,10,0,16.5,4,10,0,4,,,,,,,0,36.5,5,2023,7,28,37.4,8,1994,8,7,25.8,8,2023,11,2,1977
67326,広島県,府中（フチュウ）,,2023,11,9,10,0,16.5,4,10,0,4,,,,,,,0,38.7,5,2023,7,28,38.7,8,2023,7,28,27.9,8,2023,11,2,1979
67376,広島県,東広島（ヒガシヒロシマ）,,2023,11,9,10,0,17.4,4,10,0,4,,,,,,,0,36.1,5,2023,8,20,37.0,8,1994,7,17,26.5,8,2023,11,2,1979
67386,広島県,本郷（ホンゴウ）,,2023,11,9,10,0,16.9,4,9,56,4,,,,,,,0,34.3,5,2023,7,27,36.3,8,2018,7,24,24.9,8,2023,11,2,2003
67401,広島県,福山（フクヤマ）,47767,2023,11,9,10,0,18.8,4,9,55,4,,,,,,,0,38.2,5,2023,7,27,38.5,8,2021,8,5,27.1,8,2023,11,5,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2023,11,9,10,0,17.0,4,10,0,4,,,,,,,0,36.1,5,2023,8,6,37.4,8,1994,7,16,24.5,8,2023,11,5,1978
67437,広島県,広島（ヒロシマ）,47765,2023,11,9,10,0,17.1,4,9,58,4,,,,,,,0,37.4,5,2023,9,4,38.7,8,1994,7,17,26.3,8,1916,11,7,1879
67461,広島県,竹原（タケハラ）,,2023,11,9,10,0,18.3,4,10,0,4,,,,,,,0,34.4,5,2023,8,9,34.8,8,2017,8,6,24.6,8,2023,11,6,1979
67471,広島県,生口島（イクチジマ）,,2023,11,9,10,0,19.7,4,9,52,4,,,,,,,0,36.8,5,2023,8,3,37.5,8,2021,8,5,25.8,8,2023,11,5,1979
67496,広島県,大竹（オオタケ）,,2023,11,9,10,0,17.7,4,10,0,4,,,,,,,0,37.5,5,2023,7,27,38.0,8,2020,8,30,26.8,8,2023,11,6,1979
67511,広島県,呉（クレ）,47766,2023,11,9,10,0,18.4,4,9,53,4,,,,,,,0,36.3,5,2023,8,21,37.8,8,1948,8,20,26.3,8,1897,11,3,1894
67576,広島県,呉市蒲刈（クレシカマガリ）,,2023,11,9,10,0,19.5,4,10,0,4,,,,,,,0,36.4,5,2023,8,20,36.4,8,2023,8,20,25.6,8,2023,11,3,2009
68022,島根県,西郷（サイゴウ）,47740,2023,11,9,10,0,19.9,4,10,0,4,,,,,,,0,35.3,5,2023,8,4,35.8,8,1994,8,14,24.3,8,2023,11,3,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2023,11,9,10,0,19.8,4,10,0,4,,,,,,,0,34.9,5,2023,8,4,35.3,8,2018,8,13,24.1,8,2023,11,2,2003
68056,島根県,海士（アマ）,,2023,11,9,10,0,20.3,4,10,0,4,,,,,,,0,35.2,5,2023,8,4,35.9,8,2022,8,1,25.6,8,2020,11,19,1978
68091,島根県,鹿島（カシマ）,,2023,11,9,10,0,19.2,4,9,51,4,,,,,,,0,36.3,5,2023,8,5,37.5,8,2010,8,5,27.4,8,2023,11,6,1978
68121,島根県,斐川（ヒカワ）,,2023,11,9,10,0,17.1,4,10,0,4,,,,,,,0,37.1,5,2023,8,3,37.9,8,2018,8,22,27.4,8,2023,11,6,2003
68132,島根県,松江（マツエ）,47741,2023,11,9,10,0,18.2,4,9,55,4,,,,,,,0,37.0,5,2023,8,5,38.5,8,1994,8,1,28.1,8,2023,11,6,1940
