観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),9日の最高気温(℃),9日の最高気温の品質情報,9日の最高気温起時（時）,9日の最高気温起時（分）,9日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（8日まで）,今年の最高気温（8日まで）の品質情報,今年の最高気温（8日まで）を観測した起日（年）,今年の最高気温（8日まで）を観測した起日（月）,今年の最高気温（8日まで）を観測した起日（日）,8日までの観測史上1位の値（℃）,8日までの観測史上1位の値の品質情報,8日までの観測史上1位の値を観測した起日（年）,8日までの観測史上1位の値を観測した起日（月）,8日までの観測史上1位の値を観測した起日（日）,8日までの11月の1位の値,8日までの11月の1位の値の品質情報,8日までの11月の1位の値の起日（年）,8日までの11月の1位の値の起日（月）,8日までの11月の1位の値の起日（日）,統計開始年
33877,岩手県,大船渡（オオフナト）,47512,2023,11,9,10,0,16.7,4,9,57,4,,,,,,,0,37.0,5,2023,7,30,37.0,8,2023,7,30,24.6,8,2023,11,3,1963
33911,岩手県,一関（イチノセキ）,,2023,11,9,10,0,11.3,4,9,56,4,,,,,,,0,37.1,5,2023,8,5,38.2,8,1994,8,9,23.2,8,2023,11,3,1976
33921,岩手県,千厩（センマヤ）,,2023,11,9,10,0,13.0,4,10,0,4,,,,,,,0,36.3,5,2023,8,5,36.4,8,2019,8,6,23.8,8,1977,11,1,1976
34012,宮城県,駒ノ湯（コマノユ）,,2023,11,9,10,0,11.5,4,9,25,4,,,,,,,0,32.1,5,2023,7,30,33.3,8,1994,8,14,20.4,8,2023,11,3,1976
34026,宮城県,気仙沼（ケセンヌマ）,,2023,11,9,10,0,15.6,4,9,59,4,,,,,,,0,36.2,5,2023,7,30,36.7,8,2015,7,14,24.3,8,2023,11,3,1976
34096,宮城県,川渡（カワタビ）,,2023,11,9,10,0,14.3,4,10,0,4,,,,,,,0,35.8,5,2023,8,4,36.5,8,1994,8,14,22.8,8,2003,11,2,1976
34111,宮城県,築館（ツキダテ）,,2023,11,9,10,0,13.0,4,9,58,4,,,,,,,0,36.6,5,2023,7,29,37.3,8,1994,8,14,23.9,8,2023,11,3,1976
34171,宮城県,米山（ヨネヤマ）,,2023,11,9,10,0,13.0,4,9,59,4,,,,,,,0,37.1,5,2023,7,29,37.1,8,2023,7,29,24.1,8,2023,11,3,1976
34186,宮城県,志津川（シヅガワ）,,2023,11,9,10,0,16.7,4,9,48,4,,,,,,,0,36.5,5,2023,8,5,38.0,8,1994,8,14,24.1,8,2023,11,3,1976
34216,宮城県,古川（フルカワ）,,2023,11,9,10,0,13.7,4,9,54,4,,,,,,,0,35.5,5,2023,7,29,36.5,8,2021,8,4,24.0,8,2023,11,3,1976
34266,宮城県,大衡（オオヒラ）,,2023,11,9,10,0,14.3,4,10,0,4,,,,,,,0,36.7,5,2023,7,30,37.1,8,1994,8,14,23.8,8,1977,11,1,1976
34276,宮城県,鹿島台（カシマダイ）,,2023,11,9,10,0,13.6,4,10,0,4,,,,,,,0,36.4,5,2023,7,30,36.4,8,2023,7,30,23.7,8,2023,11,3,1976
34292,宮城県,石巻（イシノマキ）,47592,2023,11,9,10,0,13.7,4,9,52,4,,,,,,,0,36.0,5,2023,8,28,36.8,8,2007,8,15,23.7,8,1979,11,2,1887
34296,宮城県,女川（オナガワ）,,2023,11,9,10,0,16.5,4,10,0,4,,,,,,,0,36.9,5,2023,8,28,36.9,8,2023,8,28,23.0,8,2023,11,6,2011
34311,宮城県,新川（ニッカワ）,,2023,11,9,10,0,14.8,4,10,0,4,,,,,,,0,35.4,5,2023,7,30,35.4,8,2023,7,30,22.7,8,1977,11,1,1976
34331,宮城県,塩釜（シオガマ）,,2023,11,9,10,0,14.7,4,9,44,4,,,,,,,0,35.7,5,2023,8,4,35.8,8,2022,8,9,23.5,8,1979,11,2,1976
34392,宮城県,仙台（センダイ）,47590,2023,11,9,10,0,14.8,4,9,59,4,,,,,,,0,36.8,5,2023,8,28,37.3,8,2018,8,1,24.4,8,1979,11,2,1926
34436,宮城県,名取（ナトリ）,,2023,11,9,10,0,15.0,4,10,0,4,,,,,,,0,36.7,5,2023,8,28,37.3,8,2018,7,22,26.7,8,2009,11,1,2003
34461,宮城県,白石（シロイシ）,,2023,11,9,10,0,13.8,4,9,55,4,,,,,,,0,36.9,5,2023,7,30,36.9,8,2023,7,30,25.8,8,2023,11,3,1976
34462,宮城県,蔵王（ザオウ）,,2023,11,9,10,0,14.1,4,9,57,4,,,,,,,0,36.5,5,2023,7,30,37.0,8,2015,8,6,24.4,8,2023,11,3,2005
34471,宮城県,亘理（ワタリ）,,2023,11,9,10,0,13.8,4,10,0,4,,,,,,,0,35.1,5,2023,8,28,36.1,8,1987,7,24,26.1,8,2009,11,1,1976
34506,宮城県,丸森（マルモリ）,,2023,11,9,10,0,13.2,4,10,0,4,,,,,,,0,36.6,5,2023,7,31,37.6,8,2015,7,14,26.3,8,2009,11,1,1977
35002,山形県,飛島（トビシマ）,,2023,11,9,10,0,14.7,4,9,56,4,,,,,,,0,36.0,5,2023,8,23,36.0,8,2023,8,23,23.1,8,2023,11,3,1978
35052,山形県,酒田（サカタ）,47587,2023,11,9,10,0,15.1,4,10,0,4,,,,,,,0,38.8,5,2023,8,23,40.1,8,1978,8,3,25.8,8,2023,11,3,1937
35071,山形県,差首鍋（サスナベ）,,2023,11,9,10,0,6.7,4,9,51,4,,,,,,,0,36.0,5,2023,8,24,36.1,8,1994,8,16,21.2,8,2023,11,6,1976
35086,山形県,浜中（ハマナカ）,,2023,11,9,10,0,14.6,4,10,0,4,,,,,,,0,38.9,5,2023,8,23,38.9,8,2023,8,23,25.3,8,2023,11,3,2003
35116,山形県,金山（カネヤマ）,,2023,11,9,10,0,5.9,4,10,0,4,,,,,,,0,36.6,5,2023,8,31,36.8,8,2018,8,23,22.8,8,2023,11,6,1976
35141,山形県,鶴岡（ツルオカ）,,2023,11,9,10,0,14.7,4,10,0,4,,,,,,,0,38.7,5,2023,8,9,39.9,8,1978,8,3,26.3,8,2023,11,3,1976
35146,山形県,狩川（カリカワ）,,2023,11,9,10,0,12.8,4,10,0,4,,,,,,,0,37.5,5,2023,8,23,37.6,8,1978,8,3,24.0,8,1977,11,1,1976
35162,山形県,新庄（シンジョウ）,47520,2023,11,9,10,0,7.9,4,9,43,4,,,,,,,0,37.8,5,2023,8,24,37.8,8,2023,8,24,22.5,8,1979,11,2,1957
35176,山形県,向町（ムカイマチ）,,2023,11,9,10,0,12.0,4,9,56,4,,,,,,,0,35.4,5,2023,8,5,36.0,8,2007,8,14,24.1,8,2023,11,3,1976
35216,山形県,肘折（ヒジオリ）,,2023,11,9,10,0,11.2,4,9,54,4,,,,,,,0,33.0,5,2023,8,23,35.3,8,1994,8,13,21.9,8,1977,11,1,1976
35231,山形県,尾花沢（オバナザワ）,,2023,11,9,10,0,11.4,4,9,59,4,,,,,,,0,35.9,5,2023,8,23,36.2,8,2014,7,26,23.7,8,1977,11,1,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2023,11,9,10,0,16.1,4,10,0,4,,,,,,,0,39.0,5,2023,8,10,40.4,8,2019,8,15,27.0,8,2023,11,6,1976
35332,山形県,村山（ムラヤマ）,,2023,11,9,10,0,10.5,4,9,59,4,,,,,,,0,36.8,5,2023,8,24,36.9,8,2015,7,22,22.7,8,2023,11,6,2002
35334,山形県,東根（ヒガシネ）,,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,36.6,5,2023,8,24,37.0,8,2018,6,29,23.7,8,2014,11,2,2003
35361,山形県,大井沢（オオイサワ）,,2023,11,9,10,0,10.4,4,9,59,4,,,,,,,0,34.1,5,2023,7,29,35.0,8,1994,8,13,24.0,8,2023,11,3,1978
35376,山形県,左沢（アテラザワ）,,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,36.5,5,2023,8,24,36.7,8,1985,8,8,25.7,8,1977,11,1,1976
35426,山形県,山形（ヤマガタ）,47588,2023,11,9,10,0,11.1,4,10,0,4,,,,,,,0,38.2,5,2023,8,31,40.8,8,1933,7,25,26.9,8,1914,11,4,1889
35456,山形県,長井（ナガイ）,,2023,11,9,10,0,5.1,4,10,0,4,,,,,,,0,35.8,5,2023,8,25,36.9,8,1978,8,2,25.7,8,2023,11,3,1976
35486,山形県,小国（オグニ）,,2023,11,9,10,0,6.5,4,10,0,4,,,,,,,0,37.3,5,2023,8,24,38.0,8,1994,8,16,25.2,8,1977,11,1,1976
35511,山形県,高畠（タカハタ）,,2023,11,9,10,0,6.5,4,9,59,4,,,,,,,0,36.6,5,2023,8,5,38.1,8,2018,8,22,24.9,8,2023,11,3,1976
35541,山形県,高峰（タカミネ）,,2023,11,9,10,0,9.7,4,9,53,4,,,,,,,0,35.7,5,2023,8,9,37.9,8,2018,8,23,24.6,8,1977,11,1,1976
35552,山形県,米沢（ヨネザワ）,,2023,11,9,10,0,6.9,4,9,58,4,,,,,,,0,37.1,5,2023,8,24,37.7,8,2018,8,23,24.6,8,2009,11,1,1976
36056,福島県,茂庭（モニワ）,,2023,11,9,10,0,13.1,4,9,57,4,,,,,,,0,35.7,5,2023,8,5,36.3,8,1994,8,8,24.8,8,2009,11,1,1992
36066,福島県,梁川（ヤナガワ）,,2023,11,9,10,0,11.8,4,9,58,4,,,,,,,0,40.0,5,2023,8,5,40.0,8,2023,8,5,26.0,8,2009,11,1,1976
36106,福島県,桧原（ヒバラ）,,2023,11,9,10,0,9.7,4,10,0,4,,,,,,,0,31.9,5,2023,8,31,32.0,8,1985,8,15,20.6,8,2023,11,3,1978
36127,福島県,福島（フクシマ）,47595,2023,11,9,10,0,11.9,4,10,0,4,,,,,,,0,39.1,5,2023,8,5,39.1,8,2023,8,5,26.1,8,2023,11,3,1889
36151,福島県,相馬（ソウマ）,,2023,11,9,10,0,15.8,4,10,0,4,,,,,,,0,36.5,5,2023,8,28,37.6,8,2018,8,23,26.5,8,2023,11,3,1976
36176,福島県,喜多方（キタカタ）,,2023,11,9,10,0,9.6,4,9,45,4,,,,,,,0,37.2,5,2023,8,5,38.0,8,1994,8,16,25.2,8,2023,11,6,1976
36196,福島県,鷲倉（ワシクラ）,,2023,11,9,10,0,10.7,4,9,58,4,,,,,,,0,29.3,5,2023,8,31,29.4,4,2021,8,6,18.2,8,1977,11,1,1976
36221,福島県,飯舘（イイタテ）,,2023,11,9,10,0,14.7,4,9,50,4,,,,,,,0,34.0,5,2023,7,30,36.0,8,2014,8,5,24.1,8,2023,11,3,1976
36251,福島県,西会津（ニシアイヅ）,,2023,11,9,10,0,7.7,4,10,0,4,,,,,,,0,36.4,5,2023,8,17,36.9,8,1994,8,14,24.7,8,2023,11,6,1976
36276,福島県,猪苗代（イナワシロ）,,2023,11,9,10,0,14.0,4,9,51,4,,,,,,,0,33.0,5,2023,7,28,34.2,8,1994,8,15,22.6,8,2023,11,3,1976
36291,福島県,二本松（ニホンマツ）,,2023,11,9,10,0,12.5,4,10,0,4,,,,,,,0,37.5,5,2023,7,28,38.0,8,2020,8,11,26.0,8,2023,11,3,1976
36342,福島県,金山（カネヤマ）,,2023,11,9,10,0,7.5,4,10,0,4,,,,,,,0,35.0,5,2023,8,17,35.5,8,2012,8,2,22.2,8,2009,11,1,2007
36361,福島県,若松（ワカマツ）,47570,2023,11,9,10,0,7.4,4,9,45,4,,,,,,,0,38.3,5,2023,8,7,38.5,8,2018,8,23,25.7,8,2023,11,6,1953
36391,福島県,船引（フネヒキ）,,2023,11,9,10,0,14.1,4,9,39,4,,,,,,,0,35.0,5,2023,7,29,35.7,8,2020,8,11,23.7,8,2023,11,3,1976
36411,福島県,浪江（ナミエ）,,2023,11,9,10,0,15.8,4,10,0,4,,,,,,,0,36.0,5,2023,7,16,37.9,8,2010,8,24,26.2,8,2023,11,3,1976
36426,福島県,只見（タダミ）,,2023,11,9,10,0,6.9,4,10,0,4,,,,,,,0,36.5,5,2023,8,31,36.5,8,2023,8,31,24.5,8,2023,11,3,1976
36476,福島県,郡山（コオリヤマ）,,2023,11,9,10,0,12.1,4,9,53,4,,,,,,,0,36.6,5,2023,8,5,36.6,8,2023,8,5,25.3,8,2023,11,3,1976
36501,福島県,川内（カワウチ）,,2023,11,9,10,0,15.3,4,9,57,4,,,,,,,0,35.4,5,2023,7,30,36.5,8,2020,8,11,24.1,8,1977,11,1,1976
36536,福島県,南郷（ナンゴウ）,,2023,11,9,10,0,7.6,4,10,0,4,,,,,,,0,35.2,5,2023,8,17,36.6,8,1994,8,16,24.1,8,2023,11,3,1976
36562,福島県,湯本（ユモト）,,2023,11,9,10,0,13.5,4,9,58,4,,,,,,,0,32.2,5,2023,7,29,34.4,8,1994,8,8,22.9,8,2023,11,3,1988
36581,福島県,玉川（タマカワ）,,2023,11,9,10,0,13.4,4,9,59,4,,,,,,,0,34.9,5,2023,7,30,35.5,8,2014,8,6,23.4,8,2023,11,3,2003
36591,福島県,小野新町（オノニイマチ）,,2023,11,9,10,0,14.9,4,10,0,4,,,,,,,0,35.8,5,2023,8,5,36.0,8,2020,8,11,24.5,8,2023,11,3,1976
36611,福島県,広野（ヒロノ）,,2023,11,9,10,0,17.5,4,9,57,4,,,,,,,0,37.3,5,2023,7,16,37.3,8,2023,7,16,25.6,8,2023,11,3,1976
36641,福島県,田島（タジマ）,,2023,11,9,10,0,8.3,4,9,56,4,,,,,,,0,33.2,5,2023,7,29,35.0,8,2018,7,20,24.0,8,1977,11,1,1976
36667,福島県,白河（シラカワ）,47597,2023,11,9,10,0,13.0,4,9,59,4,,,,,,,0,34.9,5,2023,7,31,36.0,8,2012,7,17,23.3,8,2023,11,3,1940
36676,福島県,石川（イシカワ）,,2023,11,9,10,0,14.2,4,10,0,4,,,,,,,0,37.7,5,2023,8,5,37.7,8,2023,8,5,24.6,8,2023,11,3,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2023,11,9,10,0,10.8,4,10,0,4,,,,,,,0,32.0,5,2023,8,31,32.5,8,2015,7,14,22.1,8,2023,11,3,1978
36821,福島県,東白川（ヒガシシラカワ）,,2023,11,9,10,0,14.6,4,9,58,4,,,,,,,0,36.7,5,2023,7,30,37.0,8,2022,7,2,24.8,8,2023,11,3,1976
36836,福島県,山田（ヤマダ）,,2023,11,9,10,0,18.6,4,9,54,4,,,,,,,0,35.5,5,2023,7,18,36.5,8,2010,9,7,25.5,8,2023,11,3,2009
36846,福島県,小名浜（オナハマ）,47598,2023,11,9,10,0,17.6,4,9,57,4,,,,,,,0,32.6,5,2023,7,12,37.7,8,1994,8,3,25.0,8,1946,11,1,1910
40046,茨城県,北茨城（キタイバラキ）,,2023,11,9,10,0,17.8,4,9,57,4,,,,,,,0,34.1,5,2023,8,28,35.7,8,1996,8,15,24.5,8,2023,11,4,1978
40061,茨城県,大子（ダイゴ）,,2023,11,9,10,0,14.9,4,9,59,4,,,,,,,0,38.1,5,2023,7,30,39.0,8,2019,8,9,24.8,8,2023,11,3,1978
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2023,11,9,10,0,17.9,4,9,48,4,,,,,,,0,37.0,5,2023,8,4,37.2,8,1997,7,5,25.1,8,2023,11,3,1978
40136,茨城県,日立（ヒタチ）,,2023,11,9,10,0,17.5,4,9,7,4,,,,,,,0,36.3,5,2023,7,16,37.4,8,1997,7,5,24.9,8,2003,11,21,1978
40191,茨城県,笠間（カサマ）,,2023,11,9,10,0,17.2,4,9,58,4,,,,,,,0,37.9,5,2023,7,30,38.2,8,2007,8,15,25.2,8,2023,11,6,1978
40201,茨城県,水戸（ミト）,47629,2023,11,9,10,0,16.4,4,10,0,4,,,,,,,0,37.5,5,2023,7,12,38.4,8,1997,7,5,26.2,8,1977,11,1,1897
40221,茨城県,古河（コガ）,,2023,11,9,10,0,16.2,4,9,51,4,,,,,,,0,38.8,5,2023,7,16,39.6,8,2020,8,11,25.7,8,2023,11,6,1978
40231,茨城県,下館（シモダテ）,,2023,11,9,10,0,17.5,4,10,0,4,,,,,,,0,37.3,5,2023,7,31,38.5,8,2022,7,1,25.1,8,2023,11,6,2001
40281,茨城県,下妻（シモツマ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,36.0,5,2023,7,26,37.7,8,2007,8,15,25.5,8,2009,11,1,1978
40311,茨城県,鉾田（ホコタ）,,2023,11,9,10,0,20.3,4,9,53,4,,,,,,,0,37.8,5,2023,8,4,37.8,8,2023,8,4,25.7,8,2023,11,4,1978
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2023,11,9,10,0,18.2,4,9,51,4,,,,,,,0,37.1,5,2023,8,4,37.8,8,1996,8,15,25.8,8,1977,11,1,1921
40341,茨城県,土浦（ツチウラ）,,2023,11,9,10,0,18.5,4,9,50,4,,,,,,,0,38.1,5,2023,7,30,38.5,8,2007,8,16,25.7,8,2023,11,4,1978
40406,茨城県,鹿嶋（カシマ）,,2023,11,9,10,0,19.9,4,10,0,4,,,,,,,0,36.6,5,2023,8,4,37.2,8,2022,8,2,27.5,8,2023,11,7,1978
40426,茨城県,龍ケ崎（リュウガサキ）,,2023,11,9,10,0,19.2,4,10,0,4,,,,,,,0,37.4,5,2023,8,4,38.5,8,2007,8,16,27.7,8,2023,11,7,1978
41011,栃木県,那須高原（ナスコウゲン）,,2023,11,9,10,0,13.2,4,9,49,4,,,,,,,0,33.2,5,2023,7,16,33.2,8,2023,7,16,21.0,8,2023,11,3,1977
41076,栃木県,五十里（イカリ）,,2023,11,9,10,0,14.9,4,10,0,4,,,,,,,0,35.1,5,2023,7,30,35.1,8,2023,7,30,21.4,8,1979,11,2,1977
41091,栃木県,黒磯（クロイソ）,,2023,11,9,10,0,15.0,4,10,0,4,,,,,,,0,35.4,5,2023,7,16,35.4,8,2023,7,16,23.1,8,2023,11,3,1977
41116,栃木県,土呂部（ドロブ）,,2023,11,9,10,0,13.1,4,10,0,4,,,,,,,0,32.2,5,2023,7,30,33.3,8,2018,8,5,23.0,8,2009,11,1,1977
41141,栃木県,大田原（オオタワラ）,,2023,11,9,10,0,16.1,4,9,51,4,,,,,,,0,37.8,5,2023,7,26,37.8,8,2023,7,26,24.0,8,2023,11,3,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2023,11,9,10,0,9.5,4,9,55,4,,,,,,,0,28.8,5,2023,7,16,30.8,8,2018,8,5,19.1,8,1977,11,1,1944
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2023,11,9,10,0,13.8,4,9,56,4,,,,,,,0,33.7,5,2023,7,16,33.7,8,2023,7,16,21.8,8,2023,11,6,2022
41181,栃木県,塩谷（シオヤ）,,2023,11,9,10,0,16.2,4,9,58,4,,,,,,,0,35.4,5,2023,7,16,36.6,8,2007,8,15,23.8,8,2003,11,2,1978
41247,栃木県,那須烏山（ナスカラスヤマ）,,2023,11,9,10,0,17.1,4,9,55,4,,,,,,,0,36.2,5,2023,7,27,37.6,8,2013,8,11,24.8,8,2023,11,3,2009
41271,栃木県,鹿沼（カヌマ）,,2023,11,9,10,0,17.2,4,9,53,4,,,,,,,0,37.0,5,2023,7,30,37.1,8,2020,8,11,24.1,8,2023,11,3,1978
41277,栃木県,宇都宮（ウツノミヤ）,47615,2023,11,9,10,0,16.6,4,10,0,4,,,,,,,0,37.0,5,2023,7,30,38.7,8,1997,7,5,25.1,8,1990,11,5,1890
41331,栃木県,真岡（モオカ）,,2023,11,9,10,0,17.3,4,9,59,4,,,,,,,0,37.6,5,2023,7,30,38.2,8,2020,8,11,24.4,8,2023,11,6,1978
41361,栃木県,佐野（サノ）,,2023,11,9,10,0,16.1,4,10,0,4,,,,,,,0,39.4,5,2023,7,27,39.9,8,2022,7,1,26.2,8,2023,11,6,1978
41376,栃木県,小山（オヤマ）,,2023,11,9,10,0,17.8,4,9,50,4,,,,,,,0,38.1,5,2023,7,30,38.9,8,2020,8,11,25.0,8,2023,11,6,1978
42046,群馬県,藤原（フジワラ）,,2023,11,9,10,0,13.9,4,9,57,4,,,,,,,0,33.2,5,2023,7,28,35.0,8,1994,8,15,24.4,8,2003,11,2,1977
42091,群馬県,みなかみ（ミナカミ）,,2023,11,9,10,0,14.0,4,10,0,4,,,,,,,0,35.8,5,2023,7,30,36.6,8,2022,7,2,24.3,8,2023,11,3,1977
42121,群馬県,草津（クサツ）,,2023,11,9,10,0,10.0,4,9,54,4,,,,,,,0,30.2,5,2023,7,29,32.0,8,2022,6,29,20.7,8,2023,11,3,1977
42146,群馬県,沼田（ヌマタ）,,2023,11,9,10,0,14.5,4,9,59,4,,,,,,,0,37.6,5,2023,7,30,38.1,8,2020,8,11,24.6,8,2023,11,2,1977
42186,群馬県,中之条（ナカノジョウ）,,2023,11,9,10,0,16.3,4,9,59,4,,,,,,,0,36.5,5,2023,7,27,38.0,8,2020,8,11,24.9,8,2023,11,2,1977
42221,群馬県,田代（タシロ）,,2023,11,9,10,0,9.0,4,10,0,4,,,,,,,0,30.0,5,2023,7,30,31.0,8,2022,6,29,21.6,8,2023,11,3,1977
42251,群馬県,前橋（マエバシ）,47624,2023,11,9,10,0,17.3,4,9,57,4,,,,,,,0,39.0,5,2023,7,16,40.0,8,2001,7,24,27.3,8,2023,11,2,1896
42266,群馬県,桐生（キリュウ）,,2023,11,9,10,0,18.0,4,10,0,4,,,,,,,0,39.7,5,2023,7,16,40.5,8,2020,8,11,27.6,8,2023,11,2,1976
42286,群馬県,上里見（カミサトミ）,,2023,11,9,10,0,17.6,4,9,57,4,,,,,,,0,37.5,5,2023,7,16,40.3,8,1998,7,4,26.4,8,2023,11,2,1977
42302,群馬県,伊勢崎（イセサキ）,,2023,11,9,10,0,17.6,4,9,59,4,,,,,,,0,39.5,5,2023,7,30,40.5,8,2020,8,11,27.9,8,2023,11,2,1998
42326,群馬県,西野牧（ニシノマキ）,,2023,11,9,10,0,16.2,4,9,55,4,,,,,,,0,39.0,5,2023,7,16,39.2,8,2020,8,11,25.5,8,2023,11,2,1977
42366,群馬県,館林（タテバヤシ）,,2023,11,9,10,0,16.0,4,10,0,4,,,,,,,0,39.2,5,2023,7,16,40.3,8,2007,8,16,25.4,8,2023,11,6,1978
42396,群馬県,神流（カンナ）,,2023,11,9,10,0,14.7,4,10,0,4,,,,,,,0,36.4,5,2023,7,16,38.7,8,1994,7,5,23.8,8,1979,11,11,1977
43051,埼玉県,寄居（ヨリイ）,,2023,11,9,10,0,16.1,4,10,0,4,,,,,,,0,39.1,5,2023,7,30,39.9,8,2018,7,23,26.8,8,2023,11,2,1977
43056,埼玉県,熊谷（クマガヤ）,47626,2023,11,9,10,0,17.0,4,9,55,4,,,,,,,0,39.2,5,2023,7,31,41.1,8,2018,7,23,27.6,8,1923,11,1,1896
43126,埼玉県,久喜（クキ）,,2023,11,9,10,0,17.5,4,9,58,4,,,,,,,0,38.5,5,2023,7,30,39.2,8,2022,7,1,26.1,8,2023,11,6,1977
43156,埼玉県,秩父（チチブ）,47641,2023,11,9,10,0,14.3,4,10,0,4,,,,,,,0,38.2,5,2023,7,16,39.3,8,1994,8,7,26.5,8,1965,11,5,1926
43171,埼玉県,鳩山（ハトヤマ）,,2023,11,9,10,0,17.8,4,9,9,4,,,,,,,0,39.7,5,2023,7,26,40.2,8,2020,8,11,27.6,8,2023,11,2,1977
43241,埼玉県,さいたま（サイタマ）,,2023,11,9,10,0,18.2,4,9,59,4,,,,,,,0,38.8,5,2023,7,26,39.3,8,2018,7,23,26.1,8,2023,11,4,1977
43256,埼玉県,越谷（コシガヤ）,,2023,11,9,10,0,18.1,4,9,57,4,,,,,,,0,39.1,5,2023,7,26,40.4,8,2007,8,16,26.1,8,2009,11,1,1977
43266,埼玉県,所沢（トコロザワ）,,2023,11,9,10,0,16.6,4,10,0,4,,,,,,,0,39.4,5,2023,7,16,39.8,8,2018,7,23,26.0,8,2023,11,2,1977
44046,東京都,小河内（オゴウチ）,,2023,11,9,10,0,14.6,4,9,53,4,,,,,,,0,35.3,5,2023,7,26,36.4,8,2002,8,8,24.0,8,2020,11,20,1976
44056,東京都,青梅（オウメ）,,2023,11,9,10,0,17.7,4,9,55,4,,,,,,,0,39.0,5,2023,7,16,40.8,8,2018,7,23,26.4,8,2009,11,1,1976
44071,東京都,練馬（ネリマ）,,2023,11,9,10,0,17.5,4,10,0,4,,,,,,,0,38.6,5,2023,7,12,39.6,8,2018,7,23,25.5,8,2023,11,4,2012
44112,東京都,八王子（ハチオウジ）,,2023,11,9,10,0,17.6,4,9,40,4,,,,,,,0,39.1,5,2023,7,12,39.3,8,2020,8,11,26.7,8,2009,11,1,1976
44116,東京都,府中（フチュウ）,,2023,11,9,10,0,17.6,4,10,0,4,,,,,,,0,38.5,5,2023,7,16,38.9,8,1996,8,15,26.5,8,2023,11,7,1976
44132,東京都,東京（トウキョウ）,47662,2023,11,9,10,0,18.1,4,10,0,4,,,,,,,0,37.7,5,2023,7,26,39.5,8,2004,7,20,27.5,8,2023,11,7,1875
44136,東京都,江戸川臨海（エドガワリンカイ）,,2023,11,9,10,0,18.6,4,9,59,4,,,,,,,0,36.1,5,2023,7,18,38.0,8,2004,7,21,25.8,8,2023,11,5,1976
44166,東京都,羽田（ハネダ）,,2023,11,9,10,0,18.5,4,9,57,4,,,,,,,0,37.1,5,2023,7,26,38.2,8,2013,8,11,27.2,8,2023,11,7,1993
44172,東京都,大島（オオシマ）,47675,2023,11,9,10,0,18.6,4,9,51,4,,,,,,,0,33.7,5,2023,7,26,35.9,8,2020,8,16,24.9,8,2023,11,4,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2023,11,9,10,0,19.0,4,10,0,4,,,,,,,0,32.8,5,2023,8,15,34.4,8,2020,8,16,25.4,8,2023,11,6,2003
44207,東京都,新島（ニイジマ）,,2023,11,9,10,0,19.9,4,10,0,4,,,,,,,0,34.1,5,2023,8,7,34.2,8,2018,7,23,25.3,8,2023,11,6,2003
44216,東京都,神津島（コウヅシマ）,,2023,11,9,10,0,19.6,4,9,43,4,,,,,,,0,30.7,5,2023,7,28,33.7,8,2018,7,23,24.5,8,2023,11,6,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2023,11,9,10,0,22.2,4,9,58,4,,,,,,,0,31.8,5,2023,8,30,32.8,8,2020,8,15,25.7,8,2011,11,5,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2023,11,9,10,0,23.3,4,9,47,4,,,,,,,0,33.5,5,2023,7,17,36.4,8,2004,7,21,26.2,8,2023,11,2,2001
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2023,11,9,10,0,22.6,4,9,36,4,,,,,,,0,32.7,5,2023,7,31,33.8,8,2022,7,29,26.5,8,2011,11,4,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2023,11,9,10,0,22.2,4,9,37,4,,,,,,,0,32.6,5,2023,9,1,34.8,8,1942,8,2,26.3,8,2000,11,1,1906
44301,東京都,父島（チチジマ）,47971,2023,11,9,10,0,27.1,4,10,0,4,,,,,,,0,32.8,5,2023,7,25,34.1,8,2006,7,30,30.2,8,1998,11,3,1968
45061,千葉県,我孫子（アビコ）,,2023,11,9,10,0,17.6,4,9,53,4,,,,,,,0,37.1,5,2023,7,27,39.2,8,2013,8,11,26.5,8,2023,11,7,2010
45081,千葉県,香取（カトリ）,,2023,11,9,10,0,17.8,4,10,0,4,,,,,,,0,37.2,5,2023,7,16,37.6,8,2022,8,3,27.1,8,2023,11,7,1999
45106,千葉県,船橋（フナバシ）,,2023,11,9,10,0,17.3,4,10,0,4,,,,,,,0,38.4,5,2023,7,26,39.0,8,2013,8,11,26.2,8,2023,11,7,1999
